Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
(567074)                   2019 KH5    L5    4.855   5.652  13.64  20230913  337.12  196.7  132.0   28.6  0.076   5.254    12     MPO745323
(567075)                   2019 LD     L5    4.173   6.258  14.35  20230913   69.74  181.7   70.0   20.2  0.200   5.216     8     E2023-Q57
(567076)                   2019 LE     L5    4.765   5.586  14.40  20230913   65.32  123.0  135.3   30.7  0.079   5.175    10     MPO780751
(567078)                   2019 LV2    L5    5.060   5.293  14.30  20230913   47.10   66.5  208.0   31.0  0.023   5.176    10     E2023-Q57
(567080)                   2019 NW     L5    4.884   5.514  14.03  20230913  338.91  224.5  130.8   25.4  0.061   5.199    15     MPO780751
(567119)                   2020 FE5    L5    4.918   5.378  14.53  20230913  332.22  220.1  107.6   23.5  0.045   5.148     7     MPO713535
(567120)                   2020 HE37   L5    4.474   5.869  14.55  20230913   41.30  170.4  121.3   26.4  0.135   5.172    11     MPO780752
(567121)                   2020 HK37   L5    4.760   5.742  14.75  20230913   25.93  150.5  149.1   22.3  0.094   5.251    10     MPO780752
(567218)                   2000 SS378  L5    4.997   5.533  14.50  20230913    2.72  141.3  184.3    3.3  0.051   5.265    13     MPO780752
(567247)                   2000 TT74   L5    4.813   5.857  14.24  20230913   22.02  251.2   53.3   10.6  0.098   5.335    10     MPO780752
(567329)                   2001 BY84   L4    4.469   5.835  14.01  20230913   35.80  105.2  313.8   19.6  0.133   5.152    10     MPO780752
(567349)                   2001 DW119  L4    4.931   5.534  14.51  20230913   17.82  243.2  213.5    4.4  0.058   5.232    13     MPO731993
(567461)                   2001 TR268  L5    4.971   5.396  14.10  20230913  159.44  343.9  180.9   18.5  0.041   5.184    14     MPO780753
(567513)                   2001 VL137  L5    5.101   5.424  14.37  20230913  155.35  314.7  228.0    6.4  0.031   5.263    12     E2023-RD0
(567530)                   2001 WY106  L5    5.041   5.532  14.21  20230913   38.75  214.0   69.1    4.5  0.046   5.286    14     MPO780753
(567889)                   2002 VC91   L5    4.973   5.358  13.60  20230913  142.15  322.6  219.6   16.2  0.037   5.165    13     MPO780755
(567906)                   2002 XS124  L5    4.725   5.659  14.50  20230913    9.25   52.9  261.1   10.9  0.090   5.192    11     E2023-QB4
(568425)                   2003 WX214  L5    4.759   5.519  14.43  20230913    3.18  315.1  343.5    2.6  0.074   5.139    13     E2023-N43
(568445)                   2003 YJ184  L5    4.931   5.319  14.29  20230913  314.19  299.0   74.5    7.8  0.038   5.125    10     MPO780756
(568480)                   2004 DK70   L5    4.780   5.593  14.47  20230913   24.40   97.5  201.8    2.3  0.078   5.187    14     MPO780756
(568909)                   2004 XU70   L5    4.905   5.278  13.64  20230913   27.68  211.8   90.6   12.7  0.037   5.092    14     MPO780757
(568949)                   2005 BA31   L5    5.173   5.309  14.70  20230913  134.34   70.6  118.1    6.9  0.013   5.241    11     E2023-Q57
(568961)                   2005 BM50   L5    4.900   5.393  14.13  20230913  319.19  270.4  100.8   10.7  0.048   5.146    12     MPO780757
(568972)                   2005 BW54   L5    5.126   5.264  14.02  20230913  338.51  232.3  113.3   30.0  0.013   5.195    10     E2023-Q57
(568974)                   2005 BJ56   L5    4.359   6.070  14.70  20230913   33.61  177.3  121.8   22.3  0.164   5.214    14     MPO780757
(568989)                   2005 CT86   L5    5.011   5.360  14.27  20230913  338.16    0.8  338.3    8.9  0.034   5.185    13     E2023-R94
(569986)                   2006 BV57   L5    4.866   5.494  14.11  20230913   13.13  271.8   33.5    6.3  0.061   5.180    14     MPO780760
(570018)                   2006 BG203  L5    4.987   5.464  14.52  20230913   75.52  105.5  139.7   18.7  0.046   5.225     8     MPO745323
(570024)                   2006 BF211  L5    4.994   5.461  13.88  20230913  112.39   70.8  157.8   34.0  0.045   5.227     8     MPO780760
(570055)                   2006 BP295  L5    4.840   5.380  14.40  20230913  346.99  195.1  153.7   19.5  0.053   5.110    10     MPO780760
(570056)                   2006 BN298  L5    5.051   5.425  14.47  20230913   35.54  129.2  158.5   28.5  0.036   5.238     9     E2023-R58
(570059)                   2006 BF300  L5    4.992   5.337  14.52  20230913   49.21  138.9  146.8   29.1  0.033   5.164     8     MPO780760
(570070)                   2006 CM29   L5    4.497   5.935  14.72  20230913   77.47  100.3  156.8   10.5  0.138   5.216     9     MPO780760
(570071)                   2006 CC33   L5    4.992   5.416  13.90  20230913  263.17  129.2  281.5    6.7  0.041   5.204    12     E2023-R06
(570073)                   2006 CB34   L5    4.847   5.387  13.62  20230913  359.16   30.6  288.9    8.5  0.053   5.117    13     E2023-R06
(570090)                   2006 CG69   L5    4.871   5.402  14.31  20230913  324.50   27.2  323.0   10.0  0.052   5.137    10     E2023-R94
(570115)                   2006 DL78   L5    5.124   5.409  14.32  20230913   40.87  127.8  162.3   30.6  0.027   5.266    10     MPO780760
(570134)                   2006 DN139  L5    4.980   5.667  14.43  20230913   12.85  187.2  131.1    8.4  0.065   5.323    12     E2023-R58
(570167)                   2006 DE223  L5    4.877   5.508  14.27  20230913  280.05   75.8  354.3   11.3  0.061   5.192    12     E2023-Q57
(570278)                   2006 JL62   L5    4.890   5.234  14.27  20230913   37.01  162.6  140.0    5.9  0.034   5.062    16     MPO780760
(570366)                   2006 OS37   L4    5.085   5.484  14.52  20230913   55.54  120.9  282.1    3.0  0.038   5.285    12     MPO702251
(571177)                   2007 DF128  L5    4.657   5.739  14.60  20230913   70.31  103.3  152.6    8.7  0.104   5.198    14     E2023-R58
(571211)                   2007 EM104  L5    4.659   5.557  14.18  20230913   12.67  160.0  164.8    6.5  0.088   5.108    14     MPO780764
(571228)                   2007 EV167  L5    4.722   5.801  14.43  20230913  201.17  295.0  180.6    6.0  0.103   5.261    12     E2023-Q78
(571249)                   2007 EP227  L5    5.217   5.403  14.17  20230913   37.50   98.1  190.4    8.8  0.018   5.310    11     MPO780764
(571269)                   2007 EH241  L5    4.664   5.803  14.36  20230913   40.60  108.3  185.3   26.6  0.109   5.233     9     MPO780764
(571275)                   2007 FT6    L5    4.536   5.831  14.30  20230913   61.94  278.9  359.5   21.2  0.125   5.184     8     MPO780764
(571297)                   2007 FA59   L5    5.078   5.281  14.56  20230913   80.62   62.1  168.4    3.7  0.020   5.179    10     E2023-R06
(572212)                   2008 EA69   L5    4.865   5.722  13.46  20230913   73.00  171.9  105.1   16.7  0.081   5.294    14     MPO780768
(572218)                   2008 EO85   L5    5.047   5.365  13.78  20230913  356.96  245.2   96.6   37.8  0.031   5.206     6     MPO702286
(572278)                   2008 EG190  L5    4.801   5.597  14.32  20230913   37.16  233.7   49.7    6.1  0.077   5.199    10     MPO780768
(572282)                   2008 EY190  L5    4.583   5.743  14.61  20230913   49.30   86.2  196.1   14.7  0.112   5.163    11     MPO780768
(572316)                   2008 FB120  L5    4.795   5.329  14.66  20230913  317.21  266.9   96.3    6.5  0.053   5.062    10     E2023-R94
(572320)                   2008 FH132  L5    4.757   5.618  14.66  20230913  101.63  189.7    7.8   17.0  0.083   5.187     8     E2023-Q57
(572326)                   2008 FL145  L5    4.986   5.469  14.19  20230913   17.38  219.0   83.5    4.9  0.046   5.228    13     MPO780768
(572327)                   2008 FP145  L5    4.549   5.909  14.02  20230913  359.48  241.3   96.3   12.5  0.130   5.229    13     MPO780768
(572329)                   2008 FJ146  L5    4.798   5.526  14.65  20230913   78.68   30.4  216.8    3.4  0.070   5.162    13     MPO780768
(572350)                   2008 GA60   L5    4.635   5.832  14.34  20230913   46.48  242.7   47.4    6.9  0.114   5.233    10     MPO780768
(572355)                   2008 GY77   L5    5.009   5.375  14.06  20230913   26.42  204.8  100.2    7.2  0.035   5.192    16     MPO780768
(572368)                   2008 GV132  L5    4.811   5.628  13.96  20230913    6.00  262.9   72.3   29.9  0.078   5.220     8     MPO702289
(572374)                   2008 GR149  L5    4.849   5.654  13.67  20230913  346.39  246.1  100.9   14.1  0.077   5.252    14     MPO780768
(572382)                   2008 GH152  L5    4.707   5.538  14.23  20230913   23.25  104.9  221.1   25.9  0.081   5.123    11     MPO780768
(572383)                   2008 GO152  L5    4.697   5.784  14.12  20230913  326.93  291.0   73.6   11.8  0.104   5.241    11     MPO780768
(572387)                   2008 GU155  L5    4.492   5.903  14.64  20230913   37.86   94.8  203.4   10.2  0.136   5.198     8     MPO780768
(572399)                   2008 GA163  L5    4.924   5.443  13.96  20230913  125.95  165.3   37.0   15.8  0.050   5.183    10     MPO780768
(572401)                   2008 GL163  L5    4.830   5.557  14.09  20230913  352.34  127.2  226.2   29.1  0.070   5.194     8     MPO780768
(572402)                   2008 GU163  L5    4.766   5.708  14.66  20230913   68.13   58.0  204.3   21.9  0.090   5.237     7     MPO780768
(572403)                   2008 GG166  L5    4.887   5.627  14.23  20230913  359.73  221.6  100.0    5.4  0.070   5.257    11     MPO780768
(572408)                   2008 GD168  L5    4.599   5.799  14.47  20230913   32.99  274.8   10.4    5.4  0.115   5.199     8     MPO780768
(572409)                   2008 GR168  L5    4.691   5.830  14.52  20230913   47.09  181.3  104.1    9.2  0.108   5.260    10     MPO780769
(572428)                   2008 HL75   L5    4.895   5.433  13.57  20230913  350.96  128.0  230.8   29.4  0.052   5.164    11     MPO780769
(572439)                   2008 JK40   L5    5.208   5.415  13.42  20230913    8.91  242.5   81.8   20.2  0.019   5.311    15     MPO780769
(572455)                   2008 JM47   L5    4.783   5.664  14.38  20230913  347.94  296.6   40.2   17.7  0.084   5.223     9     E2023-R13
(572472)                   2008 KX24   L5    4.926   5.591  14.26  20230913  151.02   53.7  135.8   16.8  0.063   5.259     9     MPO780769
(572474)                   2008 KJ34   L5    5.196   5.286  14.60  20230913   98.44   39.3  200.4   25.7  0.009   5.241     8     MPO780769
(572490)                   2008 KH47   L5    5.136   5.441  14.34  20230913   72.21   54.0  211.4   29.7  0.029   5.289     8     MPO780769
(572576)                   2008 RR147  L4    4.925   5.448  13.81  20230913  280.71  167.5   24.7   21.2  0.050   5.186     9     MPO723458
(572611)                   2008 RK172  L4    4.604   5.911  14.80  20230913   86.63  296.1   67.6    3.0  0.124   5.257     8     MPO702293
(572622)                   2008 SJ20   L4    4.973   5.379  14.27  20230913  282.44  322.8  225.9    6.1  0.039   5.176    12     MPO702294
(572659)                   2008 SR185  L4    4.773   5.727  14.34  20230913   83.84  120.1  255.3    9.6  0.091   5.250     8     MPO732048
(572688)                   2008 SW273  L4    5.120   5.228  14.21  20230913   97.41  355.4   13.9   20.2  0.010   5.174    10     MPO702295
(572817)                   2008 TG223  L4    5.040   5.530  14.56  20230913   37.31  196.7  250.3    4.6  0.046   5.285    10     MPO732050
(572818)                   2008 TZ223  L4    4.376   6.140  14.87  20230913   70.57   28.0    8.1   12.5  0.168   5.258     6     E2023-F72
(572826)                   2008 UN8    L4    4.484   5.897  14.61  20230913   95.46  338.3   29.2    4.4  0.136   5.190     8     MPO702298
(572932)                   2008 UU373  L4    5.129   5.366  13.57  20230913  347.99  107.9  346.3   13.7  0.023   5.248    12     MPO780770
(573514)                   2009 GT4    L5    5.090   5.353  14.13  20230913   13.95  239.5   62.3   29.7  0.025   5.221     8     E2023-O02
(573604)                   2009 HS121  L5    4.707   5.713  14.04  20230913   12.44  226.3   94.4   14.4  0.097   5.210    11     MPO780772
(573612)                   2009 HP124  L5    4.571   5.640  14.45  20230913   25.38  211.5   91.6    8.3  0.105   5.106    10     MPO780772
(573643)                   2009 KZ42   L5    4.964   5.338  14.29  20230913  329.44  193.4  166.9   27.1  0.036   5.151    10     MPO780772
(573644)                   2009 KA43   L5    5.029   5.242  14.41  20230913  154.84   70.8   95.7   30.0  0.021   5.136     7     MPO702313
(573692)                   2009 RA17   L4    4.804   5.632  13.97  20230913  355.06  259.3  194.5   31.7  0.079   5.218     9     MPO732059
(573703)                   2009 RR54   L4    4.962   5.400  13.91  20230913  359.53  261.3  204.9   16.0  0.042   5.181    11     MPO732059
(573704)                   2009 RL68   L4    4.875   5.575  13.96  20230913   57.45    5.4   22.0   15.2  0.067   5.225     9     MPO732059
(573716)                   2009 SV25   L4    4.634   5.680  13.69  20230913   44.23  207.5  194.2   32.2  0.101   5.157    10     MPO732059
(573755)                   2009 SB247  L4    4.718   5.613  14.69  20230913   69.13  150.4  227.8    8.9  0.087   5.165    12     MPO732060
(573759)                   2009 SV267  L4    4.704   5.813  14.31  20230913   21.09  161.5  267.8   12.6  0.105   5.258     8     MPO780772
(573793)                   2009 SG399  L4    4.462   5.818  13.90  20230913    6.55   82.4   10.6   31.8  0.132   5.140     8     MPO780773
(573808)                   2009 TR53   L4    4.810   5.777  13.86  20230913   45.85  310.3   83.9    8.8  0.091   5.294    13     MPO780773
(573827)                   2009 UQ56   L4    4.968   5.484  14.37  20230913   32.71   39.3   37.1   12.9  0.049   5.226    10     MPO732060
(573835)                   2009 UW105  L4    4.891   5.683  13.86  20230913   30.75   30.9   29.0   30.8  0.075   5.287     8     MPO780773
(573841)                   2009 UD142  L4    4.656   5.786  14.39  20230913  113.72  119.1  225.8   17.2  0.108   5.221     8     MPO702317
(573848)                   2009 UO162  L4    5.220   5.328  13.71  20230913  102.21  303.0   58.9   25.7  0.010   5.274     9     MPO780773
(573855)                   2009 UZ169  L4    4.723   5.677  14.08  20230913   98.17   99.3  260.6   10.8  0.092   5.200     9     MPO732060
(573880)                   2009 VW52   L4    4.661   5.746  14.26  20230913   10.26  240.0  223.6   18.9  0.104   5.204    10     MPO780773
